Sand Ground,(13.00, 2.00, -9.00)
Sand Ground,(15.00, 2.00, -9.00)
Sand Ground,(17.00, 2.00, -7.00)
Sand Ground,(19.00, 2.00, -5.00)
Sand Ground,(21.00, 2.00, -5.00)
Sand Ground,(21.00, 2.00, -3.00)
Sand Ground,(23.00, 2.00, -3.00)
Sand Ground,(25.00, 2.00, -1.00)
Sand Ground,(27.00, 2.00, 1.00)
Sand Ground,(29.00, 2.00, 1.00)
Sand Ground,(29.00, 2.00, 3.00)
Sand Ground,(31.00, 2.00, 3.00)
Sand Ground,(33.00, 2.00, 5.00)
Sand Ground,(35.00, 2.00, 7.00)
Sand Ground,(35.00, 2.00, 9.00)
Sand Ground,(37.00, 2.00, 11.00)
Sand Ground,(39.00, 2.00, 13.00)
Sand Ground,(41.00, 2.00, 15.00)
Sand Ground,(43.00, 2.00, 17.00)
Sand Ground,(43.00, 2.00, 19.00)
Sand Ground,(45.00, 2.00, 21.00)
Sand Ground,(47.00, 2.00, 23.00)
Sand Ground,(47.00, 2.00, 25.00)
Sand Ground,(49.00, 2.00, 27.00)
Sand Ground,(51.00, 2.00, 29.00)
Sand Ground,(53.00, 2.00, 31.00)
Sand Ground,(53.00, 2.00, 33.00)
Sand Ground,(51.00, 2.00, 31.00)
Sand Ground,(49.00, 2.00, 29.00)
Sand Ground,(47.00, 2.00, 27.00)
Sand Ground,(43.00, 2.00, 23.00)
Sand Ground,(45.00, 2.00, 23.00)
Sand Ground,(41.00, 2.00, 19.00)
Sand Ground,(41.00, 2.00, 21.00)
Sand Ground,(39.00, 2.00, 15.00)
Sand Ground,(39.00, 2.00, 17.00)
Sand Ground,(37.00, 2.00, 15.00)
Sand Ground,(37.00, 2.00, 13.00)
Sand Ground,(35.00, 2.00, 11.00)
Sand Ground,(33.00, 2.00, 9.00)
Sand Ground,(31.00, 2.00, 9.00)
Sand Ground,(31.00, 2.00, 7.00)
Sand Ground,(29.00, 2.00, 7.00)
Sand Ground,(27.00, 2.00, 5.00)
Sand Ground,(25.00, 2.00, 3.00)
Sand Ground,(23.00, 2.00, 1.00)
Sand Ground,(21.00, 2.00, -1.00)
Sand Ground,(33.00, 2.00, 11.00)
Sand Ground,(41.00, 2.00, 17.00)
Sand Ground,(49.00, 2.00, 25.00)
Sand Ground,(51.00, 2.00, 27.00)
Sand Ground,(53.00, 2.00, 29.00)
Sand Ground,(55.00, 2.00, 31.00)
Sand Ground,(57.00, 2.00, 33.00)
Sand Ground,(59.00, 2.00, 33.00)
Sand Ground,(61.00, 2.00, 35.00)
Sand Ground,(63.00, 2.00, 37.00)
Sand Ground,(65.00, 2.00, 39.00)
Sand Ground,(67.00, 2.00, 41.00)
Sand Ground,(69.00, 2.00, 43.00)
Sand Ground,(71.00, 2.00, 45.00)
Sand Ground,(73.00, 2.00, 47.00)
Sand Ground,(75.00, 2.00, 49.00)
Sand Ground,(77.00, 2.00, 51.00)
Sand Ground,(79.00, 2.00, 53.00)
Sand Ground,(81.00, 2.00, 55.00)
Sand Ground,(83.00, 2.00, 57.00)
Sand Ground,(85.00, 2.00, 57.00)
Sand Ground,(87.00, 2.00, 59.00)
Sand Ground,(89.00, 2.00, 61.00)
Sand Ground,(91.00, 2.00, 63.00)
Sand Ground,(93.00, 2.00, 65.00)
Sand Ground,(95.00, 2.00, 67.00)
Sand Ground,(97.00, 2.00, 69.00)
Sand Ground,(99.00, 2.00, 71.00)
Sand Ground,(101.00, 2.00, 73.00)
Sand Ground,(103.00, 2.00, 75.00)
Sand Ground,(103.00, 2.00, 77.00)
Sand Ground,(105.00, 2.00, 79.00)
Sand Ground,(99.00, 2.00, 75.00)
Sand Ground,(101.00, 2.00, 77.00)
Sand Ground,(93.00, 2.00, 69.00)
Sand Ground,(95.00, 2.00, 71.00)
Sand Ground,(97.00, 2.00, 73.00)
Sand Ground,(77.00, 2.00, 55.00)
Sand Ground,(79.00, 2.00, 57.00)
Sand Ground,(81.00, 2.00, 59.00)
Sand Ground,(83.00, 2.00, 61.00)
Sand Ground,(85.00, 2.00, 61.00)
Sand Ground,(87.00, 2.00, 63.00)
Sand Ground,(89.00, 2.00, 65.00)
Sand Ground,(91.00, 2.00, 67.00)
Sand Ground,(59.00, 2.00, 39.00)
Sand Ground,(61.00, 2.00, 41.00)
Sand Ground,(63.00, 2.00, 43.00)
Sand Ground,(65.00, 2.00, 45.00)
Sand Ground,(67.00, 2.00, 47.00)
Sand Ground,(69.00, 2.00, 47.00)
Sand Ground,(71.00, 2.00, 49.00)
Sand Ground,(73.00, 2.00, 51.00)
Sand Ground,(75.00, 2.00, 53.00)
Sand Ground,(55.00, 2.00, 35.00)
Sand Ground,(57.00, 2.00, 37.00)
Sand Ground,(39.00, 2.00, 19.00)
Sand Ground,(45.00, 2.00, 25.00)
Sand Ground,(35.00, 2.00, 15.00)
Sand Ground,(37.00, 2.00, 17.00)
Sand Ground,(31.00, 2.00, 13.00)
Sand Ground,(33.00, 2.00, 13.00)
Grass Ground,(-9.00, 4.00, 13.00)
Grass Ground,(-9.00, 4.00, 15.00)
Grass Ground,(-11.00, 4.00, 13.00)
Grass Ground,(-11.00, 4.00, 9.00)
Grass Ground,(-11.00, 4.00, 11.00)
Grass Ground,(-13.00, 4.00, 5.00)
Grass Ground,(-13.00, 4.00, 7.00)
Grass Ground,(-13.00, 4.00, 3.00)
Grass Ground,(-13.00, 4.00, -1.00)
Grass Ground,(-13.00, 4.00, 1.00)
Grass Ground,(-13.00, 4.00, -3.00)
Grass Ground,(-13.00, 4.00, -5.00)
Grass Ground,(-13.00, 4.00, -7.00)
Grass Ground,(-13.00, 4.00, -9.00)
Grass Ground,(-13.00, 4.00, -11.00)
Grass Ground,(-11.00, 4.00, -11.00)
Grass Ground,(-11.00, 4.00, -13.00)
Grass Ground,(-11.00, 4.00, -15.00)
Grass Ground,(-9.00, 4.00, -15.00)
Grass Ground,(-9.00, 4.00, -13.00)
Grass Ground,(-9.00, 4.00, -11.00)
Grass Ground,(-9.00, 4.00, -9.00)
Grass Ground,(-9.00, 4.00, -7.00)
Grass Ground,(-9.00, 4.00, -5.00)
Grass Ground,(-9.00, 4.00, -3.00)
Grass Ground,(-9.00, 4.00, -1.00)
Grass Ground,(-9.00, 4.00, 1.00)
Grass Ground,(-11.00, 4.00, 3.00)
Grass Ground,(-11.00, 4.00, 5.00)
Grass Ground,(-11.00, 4.00, 7.00)
